Nombre de la Unidad Económica,Razón social,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Número exterior o kilómetro,Tipo de asentamiento humano,Nombre de asentamiento humano,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Latitud,Longitud,Fecha de incorporación al DENUE
CINEPOLIS LA CÚSPIDE,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CIRCUITO,LOMAS VERDES,1200,COLONIA,LOMAS VERDES 5TA SECCIÓN,53126,15,MÉXICO                      ,57,Naucalpan de Juárez,1,Naucalpan de Juárez                                                                                           ,2612,19.51321577,-99.26815226,2017-03
CINEPOLIS LUNA PARC,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,AVENIDA PRIMERO DE MAYO,34,COLONIA,CUMBRÍA,54700,15,MÉXICO                      ,121,Cuautitlán Izcalli,1,Cuautitlán Izcalli                                                                                            ,2282,19.65661099,-99.21005382,2016-01
CINEPOLIS MAGNOCENTRO INTERLOMAS,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,MAGNO CENTRO,26,COLONIA,MAGNOCENTRO,52786,15,MÉXICO                      ,37,Huixquilucan,71,Naucalpan de Juárez                                                                                           ,98,19.40356663,-99.27149493,2010-07
CINEPOLIS MC PLAZA CAÑADA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CARRETERA,TULA A JOROBAS KM 2+038,,COLONIA,SANTA TERESA,54695,15,MÉXICO                      ,35,Huehuetoca,27,Santa Teresa                                                                                                  ,286,19.84197586,-99.23934322,2014-12
CINEPOLIS NEZA NORTE,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,PLAZA DE ARAGÓN,1,COLONIA,PLAZAS DE ARAGÓN,57139,15,MÉXICO                      ,58,Nezahualcóyotl,1,Ciudad Nezahualcóyotl                                                                                         ,1950,19.48286671,-99.03661181,2010-07
CINEPOLIS NEZAHUALCÓYOTL,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,AVENIDA,REY NEZAHUALCOYOTL,257,FRACCIONAMIENTO,BENITO JUAREZ,57809,15,MÉXICO                      ,58,Nezahualcóyotl,1,Ciudad Nezahualcóyotl                                                                                         ,1556,19.40020692,-98.98834181,2010-07
CINEPOLIS PARQUE TOREO (MIXTO),EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,MANUEL ÁVILA CAMACHO,5,COLONIA,LOMAS DE SOTELO,53390,15,MÉXICO                      ,57,Naucalpan de Juárez,1,Naucalpan de Juárez                                                                                           ,368,19.45571747,-99.21968886,2019-11
CINEPOLIS PASEO INTERLOMAS,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,ENTRONQUE INTERLOMAS,6,COLONIA,CONJUNTO URBANO GREEN HOUSE,52764,15,MÉXICO                      ,37,Huixquilucan,71,Naucalpan de Juárez                                                                                           ,558,19.39730987,-99.28354668,2014-12
CINEPOLIS PATIO AYOTLA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,CUAUHTEMOC,1,COLONIA,PATIO AYOTLA,56560,15,MÉXICO                      ,39,Ixtapaluca,1,Ixtapaluca                                                                                                    ,1086,19.31230027,-98.92531174,2010-07
CINEPOLIS PEDREGAL ATIZAPÁN,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CALLE,IGNACIO ZARAGOZA,3,FRACCIONAMIENTO,CIUDAD LOPEZ MATEOS,52948,15,MÉXICO                      ,13,Atizapán de Zaragoza,1,Ciudad López Mateos                                                                                           ,1747,19.59228866,-99.26317369,2017-03
CINEPOLIS PERINORTE,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CALLE,HACIENDA DE SIERRA VIEJA,2,COLONIA,HACIENDA DEL PARQUE,54769,15,MÉXICO                      ,121,Cuautitlán Izcalli,1,Cuautitlán Izcalli                                                                                            ,1231,19.60122589,-99.19064123,2014-12
CINEPOLIS PLAZA ARAGÓN,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,AVENIDA,CENTRAL (CARLOS HANK GONZÁLEZ),120,COLONIA,RINCONADA DE ARAGÓN,55140,15,MÉXICO                      ,33,Ecatepec de Morelos,1,Ecatepec de Morelos                                                                                           ,1716,19.53237741,-99.02804712,2010-07
CINEPOLIS PLAZA BUGAMBILIAS,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CALLE,BENITO JUÁREZ,200,COLONIA,CENTRO,50740,15,MÉXICO                      ,42,Ixtlahuaca,1,Ixtlahuaca de Rayón                                                                                           ,312,19.56662945,-99.76570736,2023-11
CINEPOLIS PLAZA CAÑADA,CINEPOLIS DE MEXICO,0 a 5 personas,CALLE,TULA JOROBAS,1,COLONIA,SANTA TERESA I,52004,15,MÉXICO                      ,35,Huehuetoca,27,Santa Teresa                                                                                                  ,267,19.84050762,-99.23972273,2026-04
CINEPOLIS PLAZA CAÑADA MEXICABLE,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,FUENTES DE SATELITE (SAN ANDRES),130,COLONIA,EL MIRADOR,55517,15,MÉXICO                      ,104,Tlalnepantla de Baz,1,Tlalnepantla                                                                                                  ,711,19.51903632,-99.24662202,2023-11
CINEPOLIS PLAZA CENTELLA CUAUTITLÁN,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CARRETERA,A TULTEPEC,1,COLONIA,SAN JUAN CUAUTITLÁN,54800,15,MÉXICO                      ,24,Cuautitlán,1,Cuautitlán                                                                                                    ,418,19.67897921,-99.14664431,2014-12
CINEPOLIS PLAZA CHIMALHUACÁN,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,NEZAHUALCÓYOTL,,COLONIA,SANTA MARÍA NATIVITAS,56335,15,MÉXICO                      ,31,Chimalhuacán,1,Chimalhuacán                                                                                                  ,1355,19.41052112,-98.92883455,2016-01
CINEPOLIS PLAZA MIA SANTIAGO TIANGUISTENCO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,DON CATARINO GONZALEZ BENITEZ,806,COLONIA,LA TEJA,52607,15,MÉXICO                      ,101,Tianguistenco,1,Santiago Tianguistenco de Galeana                                                                             ,141,19.17824088,-99.47090779,2016-01
CINEPOLIS PLAZA SATÉLITE,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,CIRCUITO,MANUEL ÁVILA CAMACHO,2251,COLONIA,CIUDAD SATELITE,53100,15,MÉXICO                      ,57,Naucalpan de Juárez,1,Naucalpan de Juárez                                                                                           ,121A,19.50956728,-99.23622064,2010-07
CINEPOLIS PLAZA TELMEX,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,AVENIDA,BORDO DE XOCHIACA,0,COLONIA,CIUDAD JARDIN,57205,15,MÉXICO                      ,58,Nezahualcóyotl,1,Ciudad Nezahualcóyotl                                                                                         ,346,19.4229547,-99.02274129,2011-03
CINEPOLIS PUNTO ATIZAPÁN,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CALLE,RÍO SAN JAVIER,16,FRACCIONAMIENTO,EXHACIENDA DEL PEDREGAL I Y II,52916,15,MÉXICO                      ,13,Atizapán de Zaragoza,1,Ciudad López Mateos                                                                                           ,1037,19.56659026,-99.25021628,2020-04
CINEPOLIS RÍO DE LOS REMEDIOS,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,RÍO DE LOS REMEDIOS,5,COLONIA,SAN JUAN IXHUATEPEC,54180,15,MÉXICO                      ,104,Tlalnepantla de Baz,1,Tlalnepantla                                                                                                  ,1902,19.52058411,-99.11755244,2017-03
CINEPOLIS SAN MIGUEL IZCALLI,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,HUEHUETOCA,,COLONIA,EXHACIENDA SAN MIGUEL,54750,15,MÉXICO                      ,121,Cuautitlán Izcalli,1,Cuautitlán Izcalli                                                                                            ,2136,19.68752735,-99.21480928,2010-07
CINEPOLIS SENDERO ECATEPEC,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CARRETERA,LECHERIA TEXCOCO,0,COLONIA,SANTA CRUZ VENTA DE CARPIO,55064,15,MÉXICO                      ,33,Ecatepec de Morelos,1,Ecatepec de Morelos                                                                                           ,3464,19.62100772,-98.99670581,2010-07
CINEPOLIS SENDERO IXTAPALUCA,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,CARRETERA,FEDERAL MÉXICO-CUAUTLA,1,COLONIA,SANTA BÁRBARA,56538,15,MÉXICO                      ,39,Ixtapaluca,1,Ixtapaluca                                                                                                    ,2281,19.29624814,-98.88248508,2010-07
CINEPOLIS SENDERO TOLUCA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,BOULEVARD MIGUEL ALEMÁN,55,ZONA INDUSTRIAL,EMILIANO ZAPATA,52000,15,MÉXICO                      ,51,Lerma,1,Lerma de Villada                                                                                              ,472,19.2893847,-99.55596093,2010-07
CINEPOLIS SENDERO VALLE DE CHALCO,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,BOULEVARD,JUAN PABLO II (INGENIEROS),370,COLONIA,EL AGOSTADERO,56615,15,MÉXICO                      ,122,Valle de Chalco Solidaridad,1,Xico                                                                                                          ,391,19.30100524,-98.95202779,2013-07
CINEPOLIS SENTURA TLALNEPANTLA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,MANUEL ÁVILA CAMACHO (AUTOPISTA MÉXICO-QUERÉTARO),2610,COLONIA,VALLE DE LOS PINOS,54040,15,MÉXICO                      ,104,Tlalnepantla de Baz,1,Tlalnepantla                                                                                                  ,1809,19.53995885,-99.21498132,2019-04
CINEPOLIS TECAMAC,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CALLE,FEDERAL MÉXICO-PACHUCA KM 36+500,,COLONIA,HUEYOTENCO,55749,15,MÉXICO                      ,81,Tecámac,25,San Martín Azcatepec                                                                                          ,147,19.69909631,-98.98088058,2014-12
CINEPOLIS TENAYUCA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,TLALNEPANTLA-TENAYUCA,25,COLONIA,SAN BARTOLO TENAYUCA,54150,15,MÉXICO                      ,104,Tlalnepantla de Baz,1,Tlalnepantla                                                                                                  ,590,19.53317771,-99.17261221,2019-11
CINEPOLIS TEZOZOMOC,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,TEZOZÓMOC,122,COLONIA,SAN MIGUEL XICO,56617,15,MÉXICO                      ,122,Valle de Chalco Solidaridad,1,Xico                                                                                                          ,71,19.27672877,-98.93854246,2019-11
CINEPOLIS TOWN CENTER NICOLÁS ROMERO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,ARTURO MONTIEL ROJAS KM 10+700,0,AMPLIACION,VISTA HERMOSA NICOLÁS ROMERO,54414,15,MÉXICO                      ,60,Nicolás Romero,1,Ciudad Nicolás Romero                                                                                         ,058A,19.62963369,-99.2931711,2014-12
CINEPOLIS TOWN CENTER ZUMPANGO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CARRETERA,NINGUNO,0,COLONIA,PASEOS DEL LAGO,55635,15,MÉXICO                      ,120,Zumpango,7,Paseos del Lago [Fraccionamiento]                                                                             ,787,19.78832037,-99.05490297,2011-03
CINEPOLIS VIP COSMOPOL,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,VIA JOSE LOPEZ PORTILLO,1,COLONIA,BOSQUE DEL VALLE 1A SECCIÓN,55700,15,MÉXICO                      ,20,Coacalco de Berriozábal,1,San Francisco Coacalco                                                                                        ,739,19.63115018,-99.12436109,2020-04
CINEPOLIS VIP ECATEPEC,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,CENTRAL (SIERVO DE LA NACIÓN),,COLONIA,LAS AMÉRICAS,55075,15,MÉXICO                      ,33,Ecatepec de Morelos,1,Ecatepec de Morelos                                                                                           ,4941,19.58459654,-99.02526657,2026-04
CINEPOLIS VIP GALERÍAS ATIZAPÁN,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CALLE,ADOLFO RUIZ CORTINES,255,COLONIA,LOMAS DE ATIZAPÁN,52977,15,MÉXICO                      ,13,Atizapán de Zaragoza,1,Ciudad López Mateos                                                                                           ,1268,19.55092135,-99.27265177,2023-11
CINEPOLIS VIP GALERÍAS METEPEC,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CALLE,BOULEVARD JOSÉ MARÍA PINO SUÁREZ,400,COLONIA,BARRIO COAXUSTENCO,52140,15,MÉXICO                      ,54,Metepec,1,Metepec                                                                                                       ,332,19.25873973,-99.62061733,2010-07
CINEPOLIS VIP GALERÍAS TOLUCA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CALLE,PRIMERO DE MAYO,700,COLONIA,SANTA ANA TLAPALTITLÁN,50160,15,MÉXICO                      ,106,Toluca,86,Santa Ana Tlapaltitlán                                                                                        ,4225,19.29117906,-99.62166437,2019-11
CINEPOLIS VIP INTERLOMAS,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,INTERLOMAS,5,COLONIA,LOMAS DE ANÁHUAC,52760,15,MÉXICO                      ,37,Huixquilucan,71,Naucalpan de Juárez                                                                                           ,98,19.40242129,-99.2739806,2020-04
CINEPOLIS VIP LA CÚSPIDE,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CIRCUITO,LOMAS VERDES,1200,COLONIA,LOMAS VERDES 5TA SECCIÓN,53126,15,MÉXICO                      ,57,Naucalpan de Juárez,1,Naucalpan de Juárez                                                                                           ,2612,19.5136617,-99.26843149,2024-05
CINEPOLIS VIP PARQUE TOREO (MIXTO),EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,INGENIEROS MILITARES,5,COLONIA,LOMAS DE SOTELO,53390,15,MÉXICO                      ,57,Naucalpan de Juárez,1,Naucalpan de Juárez                                                                                           ,368,19.45319959,-99.21896362,2017-03
CINEPOLIS VIP PASEO INTERLOMAS,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,ENTRONQUE INTERLOMAS,6,COLONIA,CONJUNTO URBANO GREEN HOUSE,52764,15,MÉXICO                      ,37,Huixquilucan,71,Naucalpan de Juárez                                                                                           ,558,19.39730987,-99.28354668,2020-04
CINEPOLIS VIP PLAZA SATÉLITE,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,BOULEVARD,MANUEL ÁVILA CAMACHO,2251,COLONIA,CIUDAD SATELITE,53100,15,MÉXICO                      ,57,Naucalpan de Juárez,1,Naucalpan de Juárez                                                                                           ,121A,19.50956728,-99.23622064,2017-03
CINEPOLIS VIP SENTURA TLALNEPANTLA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,MANUEL ÁVILA CAMACHO (AUTOPISTA MÉXICO-QUERÉTARO),2610,COLONIA,VALLE DE LOS PINOS,54040,15,MÉXICO                      ,104,Tlalnepantla de Baz,1,Tlalnepantla                                                                                                  ,1809,19.53995885,-99.21498132,2020-04
CINEPOLIS ZENTRALIA COACALCO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,VÍA JOSÉ LÓPEZ PORTILLO,145,COLONIA,SANTA MARÍA MAGDALENA,55175,15,MÉXICO                      ,20,Coacalco de Berriozábal,1,San Francisco Coacalco                                                                                        ,175,19.63130687,-99.08963126,2010-07
CINEPOLIS ZINACANTEPEC,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,16 DE SEPTIEMBRE,351,BARRIO,BARRIO SAN MIGUEL ZINACANTEPEC MEX,51350,15,MÉXICO                      ,118,Zinacantepec,1,San Miguel Zinacantepec                                                                                       ,134,19.2924204,-99.73366234,2010-07
CINESTAR LERMA,INDUSTRIAS KOTY,6 a 10 personas,AMPLIACION,NINGUNO,,COLONIA,CEDROS,52004,15,MÉXICO                      ,51,Lerma,86,Colonia los Cedros                                                                                            ,487,19.31747947,-99.53003626,2024-11
CINETOP ECATEPEC,XXTRACINEMAS,11 a 30 personas,CALLE,VIA JOSE MARIA MORELOS,351,COLONIA,CERRO GORDO,55420,15,MÉXICO                      ,33,Ecatepec de Morelos,1,Ecatepec de Morelos                                                                                           ,046A,19.55476146,-99.05082517,2019-11
COFFE TREE,EXHIBIDORA MEXICANA CINEPOLIS,0 a 5 personas,CALLE,VIA JOSE LOPEZ PORTILLO,1,COLONIA,BOSQUES DEL VALLE,55717,15,MÉXICO                      ,20,Coacalco de Berriozábal,1,San Francisco Coacalco                                                                                        ,739,19.63114252,-99.1243651,2020-11
DEJA VU 5D,ARMANDO BOLAÑOS,0 a 5 personas,CALLE,VALLE DE OAXACA,73,COLONIA,VALLE DE ARAGON 2 SECCION,57100,15,MÉXICO                      ,58,Nezahualcóyotl,1,Ciudad Nezahualcóyotl                                                                                         ,79,19.48791663,-99.0455594,2019-11
LA DULCERIA DEL CINE SPLASH,CESAR ,0 a 5 personas,CALLE,AVENIDA PANTITLAN,379,COLONIA,EVOLUCION,57700,15,MÉXICO                      ,58,Nezahualcóyotl,1,Ciudad Nezahualcóyotl                                                                                         ,971,19.39610795,-99.02075939,2024-11
TIPICINEMA LA BICI DE CLETA,,0 a 5 personas,CALLE,DE LA LUZ,,LOCALIDAD,ATLATONGO,55834,15,MÉXICO                      ,92,Teotihuacán,2,Atlatongo                                                                                                     ,32,19.66753909,-98.90786609,2024-11
126 CINEMEX LA PIEDAD TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,LÁZARO CÁRDENAS,3001,COLONIA,LAZARO CARDENAS,59374,16,MICHOACÁN DE OCAMPO       ,69,La Piedad,1,La Piedad de Cabadas                                                                                          ,556,20.35516887,-102.0569741,2019-11
13 CINEMEX ANDADOR MORELIA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,PASEO DE LA REPUBLICA,853,SECTOR,INDEPENDENCIA,58050,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia                                                                                                       ,2586,19.67334241,-101.2120041,2019-11
135 CINEMEX LAZARO CARDENAS TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,TULIPANES,548,COLONIA,UNIDAD 74,60950,16,MICHOACÁN DE OCAMPO       ,52,Lázaro Cárdenas,1,Ciudad Lázaro Cárdenas                                                                                        ,1557,17.96934801,-102.2121548,2010-07
165 CINEMEX MORELIA II TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,CIRCUITO,PERIFÉRICO PASEO DE LA REPÚBLICA (SECTOR REPÚBLICA),3380,COLONIA,QUINCEO,58115,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia                                                                                                       ,3052,19.7272214,-101.2228216,2014-12
166 CINEMEX MORELIA PLATINO,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,MONTAÑA MONARCA,1000,COLONIA,JESUS DEL MONTE,58350,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia                                                                                                       ,5453,19.67243532,-101.1624887,2013-07
167 CINEMEX MORELIA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,MONTAÑA MONARCA,1000,COLONIA,JESUS DEL MONTE,58297,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia                                                                                                       ,5453,19.67243532,-101.1624887,2025-04
307 CINEMEX ZAMORA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,FRANCISCO I MADERO SUR,2001,COLONIA,BUGAMBILIAS,59680,16,MICHOACÁN DE OCAMPO       ,108,Zamora,1,Zamora de Hidalgo                                                                                             ,471,19.97370022,-102.2939662,2014-12
CINE ARCADIA,,0 a 5 personas,CALLE,EDUARDO RUIZ,671,COLONIA,CENTRO,58000,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia                                                                                                       ,2533,19.70550551,-101.1977489,2010-07
CINE MADERO,,0 a 5 personas,AVENIDA,FRANCISCO I MADERO SUR,33,COLONIA,CENTRO,59600,16,MICHOACÁN DE OCAMPO       ,108,Zamora,1,Zamora de Hidalgo                                                                                             ,147,19.98782919,-102.2857881,2010-07
CINE MAS LOS REYES,EXHIBICION ALTERNATIVA,6 a 10 personas,CALLE,ALLENDE NORTE,20,COLONIA,CALLE,60300,16,MICHOACÁN DE OCAMPO       ,75,Los Reyes,1,Los Reyes de Salgado                                                                                          ,93,19.59055009,-102.4722957,2016-10
CINEPOLIS CENTRO COMERCIAL PLAZA SAHUAYO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,LAZARO CARDENAS SUR,1190,FRACCIONAMIENTO,NORIA DE MONTES,59034,16,MICHOACÁN DE OCAMPO       ,76,Sahuayo,1,Sahuayo de Morelos                                                                                            ,137,20.04439882,-102.7167432,2010-07
CINEPOLIS CORPORATIVO MORELIA,EXHIBIDORA MEXICANA CINEPOLIS,251 y más personas,AVENIDA,CUMBRE DE LAS NACIONES,1200,FRACCIONAMIENTO,TRES MARÍAS,58254,16,MICHOACÁN DE OCAMPO       ,53,Morelia,283,Villa Karla                                                                                                   ,77,19.7144091,-101.11825,2014-12
CINEPOLIS EL PRADO MORELIA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CARRETERA,MORELIA A ZINAPÉCUARO,200,COLONIA,EL PRADO,58880,16,MICHOACÁN DE OCAMPO       ,88,Tarímbaro,179,El Prado [Fraccionamiento]                                                                                    ,34,19.77738761,-101.1289525,2016-01
CINEPOLIS GALERÍAS DEL RÍO LA PIEDAD,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,JUAN PABLO II,901,COLONIA,MÉXICO,59340,16,MICHOACÁN DE OCAMPO       ,69,La Piedad,1,La Piedad de Cabadas                                                                                          ,397,20.35285375,-102.0249007,2014-12
CINEPOLIS GRAN PLAZA LOS SOLES ZITÁCUARO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,REVOLUCIÓN SUR,272,COLONIA,POETAS,61507,16,MICHOACÁN DE OCAMPO       ,112,Zitácuaro,1,Heróica Zitácuaro                                                                                             ,192,19.42907866,-100.348561,2025-04
CINEPOLIS LA HUERTA,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,CALZADA,LA HUERTA,3000,COLONIA,EXHACIENDA LA HUERTA,58080,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia                                                                                                       ,2069,19.68033441,-101.2188946,2010-07
CINEPOLIS LAS AMERICAS MORELIA,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,AVENIDA,ENRIQUE RAMÍREZ MIGUEL,1000,COLONIA,LAS AMÉRICAS,58270,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia                                                                                                       ,999,19.68849138,-101.1590914,2020-04
CINEPOLIS MC LAS AMÉRICAS LÁZARO CÁRDENAS,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,AVENIDA,LAS PALMAS,1559,COLONIA,EL PALMAR,60950,16,MICHOACÁN DE OCAMPO       ,52,Lázaro Cárdenas,1,Ciudad Lázaro Cárdenas                                                                                        ,1449,17.9783733,-102.21154,2014-12
CINEPOLIS MORELIA CENTRO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CALLE,SANTIAGO TAPIA,444,COLONIA,CENTRO,58000,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia                                                                                                       ,293,19.7048397,-101.1958051,2010-07
CINEPOLIS MORELIA RIO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,SOLIDARIDAD,350,COLONIA,FÉLIX IRETA,58070,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia                                                                                                       ,193A,19.68941475,-101.1860447,2019-04
CINEPOLIS PLAZA ANA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,FRANCISCO I. MADERO SUR,1900,COLONIA,LA LUNETA,59680,16,MICHOACÁN DE OCAMPO       ,108,Zamora,1,Zamora de Hidalgo                                                                                             ,1126,19.97350581,-102.2949125,2010-07
CINEPOLIS PLAZA MORELIA,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,PERIFERICO,PASEO DE LA REPÚBLICA (SECTOR NUEVA ESPAÑA) (AVENIDA CAMELINAS),5030,COLONIA,JARDINES DEL RINCÓN,58290,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia                                                                                                       ,1978,19.68855709,-101.1518145,2010-07
CINEPOLIS PLAZA PASEO AKIA APATZINGÁN,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,JOSÉ MARÍA MORELOS PONIENTE,2171,COLONIA,LA TAMARINDERA,60667,16,MICHOACÁN DE OCAMPO       ,6,Apatzingán,497,El Capiral Dos                                                                                                ,556,19.08920756,-102.3748927,2023-11
CINEPOLIS PLAZA PASEO PONIENTE (TACÍCUARO),EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,FRANCISCO I. MADRO PONIENTE,11160,COLONIA,VILLAS DE LA LOMA II,58336,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia                                                                                                       ,3828,19.68950602,-101.2885404,2026-04
CINEPOLIS PLAZA PÁTZCUARO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,GENERAL IGNACIO ZARAGOZA,87,COLONIA,EL CALVARIO,61607,16,MICHOACÁN DE OCAMPO       ,66,Pátzcuaro,1,Pátzcuaro                                                                                                     ,431,19.51341758,-101.6189222,2023-11
CINEPOLIS PLAZA SAN FRANCISCO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,MORELOS ORIENTE,149,COLONIA,EL CALICANTO,61100,16,MICHOACÁN DE OCAMPO       ,34,Hidalgo,1,Ciudad Hidalgo                                                                                                ,283,19.68499701,-100.547728,2014-12
CINEPOLIS SENTURA ZAMORA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CARRETERA,ZAMORA A LA BARCA,,COLONIA,ATECUARIO,59720,16,MICHOACÁN DE OCAMPO       ,108,Zamora,131,Rancho de Don Trino                                                                                           ,77,20.02810419,-102.2782417,2017-03
CINEPOLIS URUAPAN,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,BOULEVARD,INDUSTRIAL,1241,COLONIA,VILLA URUAPAN,60120,16,MICHOACÁN DE OCAMPO       ,102,Uruapan,1,Uruapan                                                                                                       ,590,19.42228414,-102.0377298,2011-03
CINEPOLIS URUAPAN PLAZA 500,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,INDUSTRIAL,2199,COLONIA,LA COFRADÍA,60125,16,MICHOACÁN DE OCAMPO       ,102,Uruapan,1,Uruapan                                                                                                       ,459,19.42656908,-102.0252367,2026-04
CINEPOLIS VIP LAS AMERICAS MORELIA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,ENRIQUE RAMÍREZ MIGUEL,1000,COLONIA,LAS AMÉRICAS,58270,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia                                                                                                       ,999,19.68965554,-101.1592386,2010-07
