Nombre de la Unidad Económica,Razón social,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Número exterior o kilómetro,Tipo de asentamiento humano,Nombre de asentamiento humano,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Latitud,Longitud,Fecha de incorporación al DENUE
CINEPOLIS PASEO DOLORES,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,MARIANO BALLEZA (NORTE),65,COLONIA,CENTRO,37800,11,GUANAJUATO,14,Dolores Hidalgo Cuna de la Independencia Nacional,1,Dolores Hidalgo Cuna de la Independencia Nacional                                                             ,413,21.15966466,-100.9291903,2017-03
CINEPOLIS PASEO MORELOS,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,JOSE MARIA MORELOS,807,COLONIA,PRO. PONIENTE SAN PABLO II,37219,11,GUANAJUATO,20,León,1,León de los Aldama                                                                                            ,5144,21.16484183,-101.6499394,2023-11
CINEPOLIS PLAZA ACÁMBARO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CALLE,EMILIO CARRANZA,104,COLONIA,EMILIO CARRANZA,38680,11,GUANAJUATO,2,Acámbaro,1,Acámbaro                                                                                                      ,499,20.03773386,-100.7115434,2023-11
CINEPOLIS PLAZA CIBELES IRAPUATO,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,BOULEVARD,HEROE DE NACOZARI,1443,COLONIA,QUINTA LAS VILLAS,36670,11,GUANAJUATO,17,Irapuato,1,Irapuato                                                                                                      ,1803,20.68196471,-101.3803698,2010-07
CINEPOLIS VIP CENTRO COMERCIAL ALTACIA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,AEROPUERTO,104,COLONIA,PRO. NORTE CERRITO DE JEREZ,37530,11,GUANAJUATO,20,León,1,León de los Aldama                                                                                            ,189A,21.09299103,-101.624567,2014-12
CINEPOLIS VIP CITY CENTER LEÓN,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,JOSÉ MARÍA MORELOS,1555,COLONIA,GRANJAS DEL ROSARIO,37170,11,GUANAJUATO,20,León,1,León de los Aldama                                                                                            ,221A,21.17025222,-101.682225,2026-04
CINEPOLIS VIP PLAZA CIBELES IRAPUATO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,HEROE DE NACOZARI,1443,COLONIA,QUINTA LAS VILLAS,36670,11,GUANAJUATO,17,Irapuato,1,Irapuato                                                                                                      ,1803,20.68196471,-101.3803698,2020-04
DULCERIA DE CINE MAS GANAJUATO,,0 a 5 personas,CALLE,CANTADOR,32,COLONIA,PARDO,36000,11,GUANAJUATO,15,Guanajuato,1,Guanajuato                                                                                                    ,571,21.01804204,-101.2628121,2024-11
FESTIVAL INTERNACIONAL DEL CINE DE GUANAJUATO,,0 a 5 personas,PROLONGACION,CALZADA DE LA AURORA,,COLONIA,AURORA,37716,11,GUANAJUATO,3,San Miguel de Allende,1,San Miguel de Allende                                                                                         ,250,20.92249346,-100.7418239,2010-07
133 CINEMEX LAS PALMAS ACAPULCO TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,DE LAS NACIONES,0,COLONIA,MULTI PLAZA LAS PALMAS,39890,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez                                                                                            ,4944,16.79671379,-99.8123295,2011-03
194 CINEMEX PASEO ZIHUATANEJO POP,OPERADORA DE CINEMAS,31 a 50 personas,AVENIDA,JOSÉ MARÍA MORELOS Y PAVÓN,,COLONIA,CENTRO SUPERMANZANA VII,40890,12,GUERRERO,38,Zihuatanejo de Azueta,1,Zihuatanejo                                                                                                   ,059A,17.64839806,-101.5496984,2019-11
CINE HIDALGO,,0 a 5 personas,CALLE,2 PONIENTE,,BARRIO,LAS ANIMAS,41200,12,GUERRERO,33,Huamuxtitlán,1,Huamuxtitlán                                                                                                  ,273,17.80157668,-98.56652968,2019-11
CINE MAS ATOYAC DE ALVAREZ,EXHIBICION ALTERNATIVA,6 a 10 personas,ANDADOR,RAUL BRITO VANZZINI,,COLONIA,ARROYO ANCHO,40930,12,GUERRERO,11,Atoyac de Álvarez,1,Atoyac de Álvarez                                                                                             ,346,17.20382041,-100.4385841,2016-10
CINEMA DORADO DOS MIL,,0 a 5 personas,CALLE,PLAN DE AYALA,,COLONIA,ACAPULCO,39550,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez                                                                                            ,2774,16.86002387,-99.89433034,2010-07
CINEMA IMPERIAL,,0 a 5 personas,AVENIDA,CUAUHTEMOC,,COLONIA,PROGRESO,39350,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez                                                                                            ,2774,16.85849932,-99.89752572,2014-12
CINEPOLIS CHILPANCINGO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,RENE JUAREZ CISNEROS,130,COLONIA,TEPANGO,39095,12,GUERRERO,29,Chilpancingo de los Bravo,1,Chilpancingo de los Bravo                                                                                     ,2741,17.51493559,-99.48499818,2011-03
CINEPOLIS GALERÍAS DIANA ACAPULCO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,COSTERA MIGUEL ALEMÁN,121,FRACCIONAMIENTO,MAGALLANES,39670,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez                                                                                            ,1297,16.86015657,-99.87372661,2020-04
CINEPOLIS GALERÍAS TAMARINDOS,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,PERIFERICO,ORIENTE,,COLONIA,RÍO BALSAS,40050,12,GUERRERO,35,Iguala de la Independencia,1,Iguala de la Independencia                                                                                    ,530,18.3421384,-99.52281531,2010-07
CINEPOLIS LA GRAN PLAZA ACAPULCO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,COSTERA MIGUEL ALEMÁN,1632,COLONIA,MAGALLANES,39880,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez                                                                                            ,1278,16.86088484,-99.88217729,2010-07
CINEPOLIS LAS AMERICAS TAXCO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,LIBRAMIENTO,0,COLONIA,CAPILINTLA LIBRAMIENTO,40290,12,GUERRERO,55,Taxco de Alarcón,1,Taxco de Alarcón                                                                                              ,213,18.54714224,-99.60774488,2014-12
CINEPOLIS OMETEPEC,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CALLE,JUAN N. ÁLVAREZ (CARRETERA OMETEPEC-SAN JUAN DE LOS LLANOS),5,COLONIA,CRUCERO CRUZ DE CORAZÓN,41700,12,GUERRERO,46,Ometepec,1,Ometepec                                                                                                      ,233,16.68954651,-98.43375538,2023-11
CINEPOLIS PIE DE LA CUESTA ACAPULCO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CALZADA,PIE DE LA CUESTA,239,COLONIA,LAS MARAÑONAS,39480,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez                                                                                            ,2740,16.85849638,-99.9153798,2010-07
CINEPOLIS PLAZA CHILPANCINGO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CALLE,PASEO ALEJANDRO CERVANTES DELGADO,24,COLONIA,UNIVERSAL,39080,12,GUERRERO,29,Chilpancingo de los Bravo,1,Chilpancingo de los Bravo                                                                                     ,1118,17.54359589,-99.50168398,2023-11
CINEPOLIS RENACIMIENTO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,14,,COLONIA,EMILIANO ZAPATA,39700,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez                                                                                            ,130A,16.89901817,-99.83054586,2010-07
CINEPOLIS SENDERO ACAPULCO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CARRETERA,CAYACO PUERTO MARQUES,0,COLONIA,LLANO LARGO,39905,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez                                                                                            ,6387,16.83381056,-99.81136899,2011-03
CINEPOLIS VIP GALERÍAS DIANA ACAPULCO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,COSTERA MIGUEL ALEMÁN,121,FRACCIONAMIENTO,MAGALLANES,39670,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez                                                                                            ,1297,16.86015425,-99.87372259,2010-07
HELADOS SPIRAL,EXIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,LIBRAMIENTO,0,BARRIO,CAPILINTLA LIBRAMIENTO,40290,12,GUERRERO,55,Taxco de Alarcón,1,Taxco de Alarcón                                                                                              ,213,18.54714224,-99.60774488,2020-11
101 CINEMEX GRAN PATIO PACHUCA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,LUIS DONALDO COLOSIO,2009,COLONIA,EX HACIENDA DE COSCOTITLAN,42094,13,HIDALGO,48,Pachuca de Soto,1,Pachuca de Soto                                                                                               ,779,20.09393658,-98.75689639,2016-10
178 CINEMEX PACHUCA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,LUIS DONALDO COLOSIO,,EXHACIENDA,AEROPUERTO,42088,13,HIDALGO,48,Pachuca de Soto,1,Pachuca de Soto                                                                                               ,529,20.09788663,-98.76102368,2010-07
221 CINEMEX PLAZA Q TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,LUIS DONALDO COLOSIO CARRETERA LIBRAMIENTO A TAMPICO,,COLONIA,COLINAS DE PLATA,42186,13,HIDALGO,51,Mineral de la Reforma,63,Colinas de Plata                                                                                              ,1255,20.08193371,-98.72813504,2016-10
231 CINEMEX PROGRESO POP,OPERADORA DE CINEMAS,11 a 30 personas,CERRADA,EMILIANO ZAPATA,60,COLONIA,ZENTHÉ,42730,13,HIDALGO,50,Progreso de Obregón,1,Progreso de Obregón                                                                                           ,67,20.24050875,-99.19264611,2025-04
286 CINEMEX TIZAYUCA POP,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,JUÁREZ SUR,33,COLONIA,ATEMPA,43800,13,HIDALGO,69,Tizayuca,1,Tizayuca                                                                                                      ,228,19.83372226,-98.97923204,2025-04
296 CINEMEX TULANCINGO TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,BOULEVARD,LAZARO CARDENAS BOULEVARD MIGUEL HIDALGO,0,FRACCIONAMIENTO,RANCHO SANTA CLARA,43642,13,HIDALGO,77,Tulancingo de Bravo,1,Tulancingo                                                                                                    ,501,20.07456309,-98.38441642,2010-07
34 CINEMEX CD SAHAGUN POP,OPERADORA DE CINEMAS,11 a 30 personas,CALLE,CIUDAD SAHAGÚN-EMILIANO ZAPATA,2,COLONIA,CIUDAD SAHAGÚN,43990,13,HIDALGO,61,Tepeapulco,2,Fray Bernardino de Sahagún (Ciudad Sahagún)                                                                   ,501,19.77628371,-98.58207453,2023-11
75 CINEMEX EXPLANADA PACHUCA PREMIUM,OPERADORA DE CINEMAS,31 a 50 personas,CARRETERA,MÉXICO-PACHUCA,,COLONIA,EJIDO SAN ANTONIO EL DESMONTE ,42083,13,HIDALGO,48,Pachuca de Soto,1,Pachuca de Soto                                                                                               ,285A,20.03837958,-98.79642513,2025-04
CINE ATOTONILCO,ROBERTO LUQUE,0 a 5 personas,AVENIDA,BENITO JUAREZ,,COLONIA,CENTRO,43300,13,HIDALGO,12,Atotonilco el Grande,1,Atotonilco el Grande                                                                                          ,117,20.2846907,-98.66436234,2024-11
CINE AUDITORIO,,0 a 5 personas,CALLE,NINGUNO,,COLONIA,CENTRO,43990,13,HIDALGO,61,Tepeapulco,2,Fray Bernardino de Sahagún (Ciudad Sahagún)                                                                   ,501,19.77276205,-98.58135007,2010-07
CINE CINEMANIAS,,6 a 10 personas,CALLE,CUAUHTEMOC,,COLONIA,CENTRO SUR,42500,13,HIDALGO,3,Actopan,1,Actopan                                                                                                       ,279,20.26720351,-98.94042847,2010-07
CINE HUEJUTLA,,0 a 5 personas,CALLE,CUAUHTEMOC,,COLONIA,CENTRO,43000,13,HIDALGO,28,Huejutla de Reyes,1,Huejutla de Reyes                                                                                             ,206,21.13853655,-98.42082142,2010-07
CINE MEDIA NARANJA,,0 a 5 personas,CALLE,NICOLAS ROMERO,,COLONIA,CENTRO,43990,13,HIDALGO,61,Tepeapulco,2,Fray Bernardino de Sahagún (Ciudad Sahagún)                                                                   ,501,19.77038486,-98.58188798,2019-11
CINEBOX TULA DE ALLENDE,CINEMAS DE TAMPICO,11 a 30 personas,BOULEVARD,TULA,118,COLONIA,VILLAS DEL SALITRE,42808,13,HIDALGO,76,Tula de Allende,1,Tula de Allende                                                                                               ,042A,20.05849239,-99.33509717,2014-12
CINEMA SNACKBAR NOPALA,,0 a 5 personas,AVENIDA,VICENTE VILLAGRAN,,COLONIA,CENTRO,42470,13,HIDALGO,44,Nopala de Villagrán,1,Nopala de Villagrán                                                                                           ,006A,20.24691328,-99.64287552,2024-11
CINEMAS PREMIER,,0 a 5 personas,CALLE,ALDAMA PONIENTE,5,COLONIA,CENTRO,43900,13,HIDALGO,8,Apan,1,Apan                                                                                                          ,152,19.70766518,-98.45152525,2019-11
CINEMAS ULTRA,,0 a 5 personas,CALLE,TECOZAUTLA HUICHAPAN,,BARRIO,LOS CRUCES,42440,13,HIDALGO,59,Tecozautla,1,Tecozautla                                                                                                    ,147,20.53581628,-99.65545962,2024-11
CINEPLEX,CINEMAS DE OCCIDENTE,11 a 30 personas,AVENIDA,INSURGENTES,150,COLONIA,EL FITZHI,42300,13,HIDALGO,30,Ixmiquilpan,16,Dios Padre                                                                                                    ,005A,20.47153804,-99.20736008,2019-11
CINEPOLIS GALERÍAS PACHUCA,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,AVENIDA,FELIPE ANGELES,102,COLONIA,ZONA PLATEADA,42083,13,HIDALGO,48,Pachuca de Soto,1,Pachuca de Soto                                                                                               ,1550,20.09765521,-98.76700859,2020-04
CINEPOLIS PLAZA BELLA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,REVOLUCIÓN,1307,COLONIA,PERIODISTA,42060,13,HIDALGO,48,Pachuca de Soto,1,Pachuca de Soto                                                                                               ,2417,20.11547038,-98.7458785,2010-07
CINEPOLIS TEPEJI DEL RÍO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CARRETERA,ANTIGUA MÉXICO A QUERÉTARO,,COLONIA,SAN MATEO PRIMERA SECCION,42850,13,HIDALGO,63,Tepeji del Río de Ocampo,1,Tepeji del Río de Ocampo                                                                                      ,309,19.90294262,-99.33569202,2010-07
CINEPOLIS TIZAYUCA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,OTRO(ESPECIFIQUE),NINGUNO,687,COLONIA,FUENTES TIZAYUCA,43815,13,HIDALGO,69,Tizayuca,50,Fuentes de Tizayuca                                                                                           ,118A,19.87061355,-98.95938673,2023-11
CINEPOLIS VÉRTICE PACHUCA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,NUEVO HIDALGO,,COLONIA,COLONIAS,42083,13,HIDALGO,48,Pachuca de Soto,1,Pachuca de Soto                                                                                               ,1423,20.05535265,-98.78216117,2023-11
CINEPOLIS VIP GALERÍAS PACHUCA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,FELIPE ANGELES,102,COLONIA,ZONA PLATEADA,42080,13,HIDALGO,48,Pachuca de Soto,1,Pachuca de Soto                                                                                               ,1550,20.09765521,-98.76700859,2010-07
CINESTAR ACTOPAN,JOSE ARISMENDI,0 a 5 personas,CARRETERA,MEXICO LAREDO,,COLONIA,CAÑADA AVIACIÓN,42506,13,HIDALGO,3,Actopan,1,Actopan                                                                                                       ,156,20.27531879,-98.95335274,2024-11
CINETECA TULANCINGO,,6 a 10 personas,CALLE,NINGUNO,,COLONIA,FERROCARRILERA,43640,13,HIDALGO,77,Tulancingo de Bravo,1,Tulancingo                                                                                                    ,499,20.0867401,-98.37514115,2014-12
DV CINEMAS,DV CINEMAS,11 a 30 personas,CALLE,HEROICO COLEGIO MILITAR,201,COLONIA,CENTRO PRIMER CUADRO,43600,13,HIDALGO,77,Tulancingo de Bravo,1,Tulancingo                                                                                                    ,111,20.08001103,-98.36834864,2016-10
103 CINEMEX GUADALAJARA TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,AVENIDA,RÍO NILO,7540,COLONIA,VILLAS DE ORIENTE,45417,14,JALISCO,101,Tonalá,1,Tonalá                                                                                                        ,2020,20.64160482,-103.2778002,2010-07
122 CINEMEX LA GOURMETERIA POP,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,LOS RECUERDOS ORIENTE,1710,COLONIA,EL PAOMAR,45645,14,JALISCO,97,Tlajomulco de Zúñiga,180,Palomar                                                                                                       ,1244,20.58657518,-103.445703,2019-11
130 CINEMEX LANDMARK PLATINO,OPERADORA DE CINEMAS,31 a 50 personas,CALLE,MANUEL J CLOUTHIER,8888,FRACCIONAMIENTO,JARDINES DEL TEPEYAC,45116,14,JALISCO,120,Zapopan,1,Zapopan                                                                                                       ,1278,20.65966692,-103.4223193,2014-12
134 CINEMEX LAS PLAZAS TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,CARRETERA,LÓPEZ MATEOS SUR,,COLONIA,HACIENDAS DEL ORO,45640,14,JALISCO,97,Tlajomulco de Zúñiga,25,San Agustín                                                                                                   ,763,20.52206991,-103.4818235,2010-07
148 CINEMEX MACROPLAZA VALLARTA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,FRANCISCO VILLA ,1526,COLONIA,LOS SAUCES,48328,14,JALISCO,67,Puerto Vallarta,1,Puerto Vallarta                                                                                               ,075A,20.64571478,-105.2201533,2019-11
